date,agent_equity,agent_return,spy_equity,spy_return,cash,costs,trades,active_positions,latest_weights,agent_drawdown,spy_drawdown
2024-05-20,1022.3405089901582,0.02234050899015827,1057.2021069776897,0.05720210697768979,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.006555864548284163,0.0
2024-05-21,1018.5283290130715,0.018528329013071554,1059.7949263568203,0.059794926356820266,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.010260293560164224,0.0
2024-05-22,1016.6903125780668,0.016690312578066857,1056.74341204269,0.056743412042689956,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.012046358606166208,-0.0028793441431356204
2024-05-23,1006.5104068333865,0.006510406833386551,1049.0247254586645,0.04902472545866443,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.021938530121010547,-0.010162532986621953
2024-05-24,1001.515549180083,0.001515549180082898,1055.9655297086533,0.05596552970865343,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.026792208518232608,-0.0036133374041815713
2024-05-28,990.7821080936975,-0.009217891906302511,1056.703483184229,0.05670348318422902,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.03722226974217735,-0.002917020166550932
2024-05-29,986.0532499862929,-0.013946750013707043,1049.3038622649158,0.04930386226491579,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.04181746704960354,-0.009899145420490751
2024-05-30,987.4269649405685,-0.012573035059431525,1042.3430935856968,0.04234309358569677,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.04048258003974081,-0.016467179014638567
2024-05-31,997.8912736096233,-0.002108726390376625,1051.8369100906798,0.0518369100906797,99.10000000000002,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",-0.03031404422666062,-0.007509015252127327
2024-06-03,994.8891851687072,-0.005110814831292831,1052.6945284073133,0.05269452840731326,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.03323127887549748,-0.006699784810175968
2024-06-04,998.8215408036872,-0.0011784591963127644,1053.8713341229834,0.053871334122983505,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.029410070961179202,-0.005589375912753214
2024-06-05,1008.8487210722021,0.008848721072202137,1066.3967005128668,0.06639670051286672,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.01966630814900905,0.0
2024-06-06,1012.9133111663036,0.012913311166303565,1066.3767360836364,0.06637673608363648,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.015716603372086135,-1.872139066150247e-05
2024-06-07,1014.3754881035155,0.014375488103515632,1065.0803872612332,0.06508038726123333,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.014295754750230483,-0.0012343560806222786
2024-06-10,1014.6056551008729,0.01460565510087286,1068.371231257479,0.0683712312574789,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.014072093404828845,0.0
2024-06-11,1017.6450333367031,0.017645033336703086,1070.9442079417038,0.07094420794170375,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.011118622954178647,0.0
2024-06-12,1015.2869015949211,0.015286901594921076,1079.7398780952474,0.07973987809524741,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.013410102288994419,0.0
2024-06-13,1017.3437894304956,0.017343789430495526,1081.9139313978387,0.08191393139783876,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.011411352225229598,0.0
2024-06-14,1018.3777445104575,0.018377744510457594,1082.5721488908177,0.08257214889081776,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.010406621803734972,0.0
2024-06-17,1022.8625468389174,0.02286254683891742,1091.1882609156125,0.0911882609156125,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.006048582057985641,0.0
2024-06-18,1025.552198053963,0.025552198053962805,1093.960638423492,0.0939606384234919,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.0034349536215688703,0.0
2024-06-20,1028.9057694171745,0.028905769417174598,1090.988860091958,0.09098886009195795,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.00017617068740516384,-0.00271653131488947
2024-06-21,1030.7930431848863,0.030793043184886404,1086.0225865865816,0.08602258658658157,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",0.0,-0.0072562499582707884
2024-06-24,1031.5016672071372,0.031501667207137096,1082.4922911738963,0.08249229117389634,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",0.0,-0.010483327138828935
2024-06-25,1032.4303019802533,0.03243030198025321,1086.6608396503302,0.08666083965033011,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",0.0,-0.006672816659730518
2024-06-26,1030.1294239730787,0.030129423973078717,1088.0170817604244,0.08801708176042444,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.002228603715680677,-0.005433062629778718
2024-06-27,1019.3419414894832,0.019341941489483316,1089.7323183936912,0.08973231839369133,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.012677233965010415,-0.0038651482341212073
2024-06-28,1005.9489347668832,0.005948934766883296,1085.4441050761995,0.0854441050761996,98.8132538469227,1.6507385221644881,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",-0.025649544732053497,-0.007785045501788379
2024-07-01,1012.8651339634584,0.012865133963458453,1087.6780516664821,0.08767805166648213,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.018950594514000496,-0.005742973317635625
2024-07-02,1016.6016245066845,0.016601624506684454,1094.9978148688738,0.09499781486887371,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.015331473168899157,0.0
2024-07-03,1018.0274583623411,0.01802745836234121,1099.8843523916535,0.0998843523916535,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.01395042705574101,0.0
2024-07-05,1027.324658541797,0.027324658541796998,1106.2268324363542,0.10622683243635422,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.004945266938275128,0.0
2024-07-08,1025.227521627746,0.025227521627745997,1107.5033385638515,0.10750333856385152,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.006976529397376252,0.0
2024-07-09,1027.196305221023,0.02719630522102312,1108.5803221333697,0.10858032213336966,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.005069588474099551,0.0
2024-07-10,1031.8041847045533,0.03180418470455337,1119.5500455895046,0.11955004558950466,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.0006064499216063002,0.0
2024-07-11,1023.7068717223932,0.023706871722393164,1109.896635385003,0.10989663538500305,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.008449413235090186,-0.008622580332635854
2024-07-12,1028.8924450710688,0.028892445071068806,1116.8973329226828,0.11689733292268278,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.0034267271140712152,-0.002369445365369982
2024-07-15,1030.6724737257555,0.030672473725755545,1119.9689334003683,0.1199689334003684,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.0017026120321402827,0.0
2024-07-16,1029.604136267042,0.029604136267041836,1126.610514680551,0.12661051468055096,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.002737391287131574,0.0
2024-07-17,1025.6586537817368,0.025658653781736707,1110.8141469893276,0.11081414698932757,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.006558939800128005,-0.014021143496696808
2024-07-18,1010.0681844240281,0.010068184424028015,1102.277649212805,0.10227764921280502,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.021659687354520174,-0.021598294309054578
2024-07-19,1005.8108488998288,0.005810848899828747,1094.9578860104132,0.09495788601041322,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.025783293099172933,-0.028095449365757807
2024-07-22,1013.4614394977303,0.013461439497730376,1106.2467968655847,0.10624679686558469,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.018373019898912046,-0.018075206603890503
2024-07-23,1010.7542528917825,0.010754252891782556,1104.5115958030874,0.10451159580308733,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.02099516940455448,-0.01961540265202455
2024-07-24,996.2443679057916,-0.003755632094208372,1079.4805839839019,0.0794805839839019,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.03504927548625336,-0.04183338437065165
2024-07-25,986.3327587732801,-0.013667241226719806,1073.8560929855464,0.07385609298554652,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.044649544979991074,-0.046825784960797256
2024-07-26,992.404749107769,-0.007595250892231009,1085.8829573162939,0.0858829573162938,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.03876828566123369,-0.036150521261383184
2024-07-29,992.3468776200149,-0.007653122379985167,1086.5212103800425,0.08652121038004257,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.03882433931216123,-0.03558399622417496
2024-07-30,991.4406835128568,-0.008559316487143143,1081.0163842227446,0.08101638422274449,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.0397020683999455,-0.040470180123194144
2024-07-31,999.4990929910457,-0.0005009070089543322,1098.5878818349258,0.09858788183492573,100.55642904754882,2.4619433541611344,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",-0.03189678656858852,-0.0248733989967872
2024-08-01,1002.1333585065107,0.002133358506510641,1083.0308438258176,0.0830308438258176,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.029345267584292567,-0.038682109111231155
2024-08-02,997.2290068267623,-0.0027709931732377013,1062.8665268345057,0.06286652683450566,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.034095565662856986,-0.05658032391444501
2024-08-05,976.1177936904837,-0.02388220630951632,1031.9119227814833,0.03191192278148325,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.05454364152404212,-0.08405619392423236
2024-08-06,975.9714020862201,-0.02402859791377987,1041.4257037156967,0.04142570371569665,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.054685434731760685,-0.07561158879207541
2024-08-07,974.4367207664944,-0.025563279233505543,1034.464813302153,0.03446481330215301,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.056171909234477346,-0.08179020182900187
2024-08-08,984.247700319457,-0.015752299680543036,1058.3789126933598,0.05837891269335982,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.046669108382793145,-0.06056361191208848
2024-08-09,986.4044149439666,-0.013595585056033421,1063.0459632289298,0.06304596322892975,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.044580139645268746,-0.05642105290455657
2024-08-12,985.6799114741717,-0.014320088525828334,1063.6044803100817,0.0636044803100817,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.04528188529183219,-0.05592530297689835
2024-08-13,986.2939417608095,-0.013706058239190466,1081.0961202053415,0.08109612020534152,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.044687142687454884,-0.04039940501364392
2024-08-14,990.9931356785548,-0.009006864321445152,1084.5067507769693,0.08450675077696923,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.04013555803449376,-0.03737206723613806
2024-08-15,995.1437406018335,-0.004856259398166474,1103.0954604053022,0.10309546040530226,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.03611533031033887,-0.020872390208355518
2024-08-16,994.4810247467336,-0.005518975253266389,1105.5686149433752,0.10556861494337522,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.0367572291909013,-0.018677173222675036
2024-08-19,999.0076122008919,-0.000992387799108041,1116.1394150178767,0.11613941501787672,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.032372829153943794,-0.009294338661168466
2024-08-20,993.9188082793547,-0.0060811917206452515,1114.3244779727827,0.11432447797278278,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.037301785531702825,-0.010905309818852515
2024-08-21,995.0196600574893,-0.004980339942510681,1118.1538746209496,0.11815387462094962,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.03623551328453689,-0.007506267649205478
2024-08-22,997.468555257096,-0.00253144474290401,1109.378047162312,0.10937804716231203,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.033863541835317035,-0.015295851843815989
2024-08-23,1003.7888013455857,0.0037888013455857905,1121.165581810944,0.12116558181094406,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.02774182487644128,-0.004833021526654879
2024-08-26,1009.7722179613155,0.009772217961315555,1118.4929047148921,0.11849290471489216,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.021946357032991415,-0.0072053383666143
2024-08-27,1008.0820416512321,0.008082041651232164,1120.0287049537349,0.12002870495373497,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.02358344217747188,-0.005842134119156905
2024-08-28,1006.6793199329574,0.006679319932957339,1113.5266312095157,0.11352663120951578,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.02494210214278314,-0.011613493128763475
2024-08-29,1013.6999082053529,0.013699908205352829,1113.6263316213428,0.11362633162134284,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.018142041878250303,-0.01152499722842526
2024-08-30,1020.4342035159956,0.020434203515995675,1124.2570249835355,0.12425702498353552,98.89237412863159,3.9285634897620687,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",-0.01161928165150572,-0.0020890002945541664
2024-09-03,1009.9663342416796,0.009966334241679586,1101.1209296606899,0.10112092966068986,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.02175833825826945,-0.022625019638742416
2024-09-04,1009.5657977897223,0.00956579778972233,1098.8671403755018,0.0988671403755017,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.02214629321386219,-0.024625524032958146
2024-09-05,997.2332093186651,-0.0027667906813348964,1096.1944632794496,0.09619446327944958,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.034091495178007025,-0.026997840872917678
2024-09-06,988.011524691415,-0.011988475308584934,1077.7453829214046,0.07774538292140454,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.043023511808633286,-0.043373580418785695
2024-09-09,999.3404115215196,-0.0006595884784803552,1089.8120543762882,0.08981205437628814,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.032050483597067525,-0.03266298319139771
2024-09-10,994.3980585100435,-0.005601941489956519,1094.5589626287797,0.09455896262877972,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.036837589324201336,-0.028449541020713287
2024-09-11,984.1927177165578,-0.015807282283442192,1105.7879801962602,0.10578798019626023,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.04672236389340112,-0.018482460631210285
2024-09-12,981.7019240333874,-0.018298075966612593,1115.1023603068193,0.1151023603068193,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.04913491772719791,-0.010214847299729657
2024-09-13,982.2991281656894,-0.017700871834310683,1120.926252128829,0.12092625212882901,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.048556472740493795,-0.005045454908907621
2024-09-16,988.8719033888261,-0.011128096611173866,1122.5817172087293,0.12258171720872935,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.042190158994636184,-0.0035760339703237998
2024-09-17,986.4080595652007,-0.013591940434799277,1123.0404121437293,0.1230404121437294,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.044576609507469556,-0.0031688879966063066
2024-09-18,984.2559605769821,-0.01574403942301783,1119.7096392890228,0.1197096392890229,96.98757580778485,5.0279195725809585,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",-0.046661107593287676,-0.006125342610959872
