strategy,history_start,start,end,starting_capital,ending_value,profit_loss,cumulative_return,spy_ending_value,spy_cumulative_return,excess_return_vs_spy,max_drawdown,spy_max_drawdown,daily_volatility,spy_daily_volatility,sharpe_like,spy_sharpe_like,total_cost,spy_total_cost,trades,rebalance_count,execution_model,leakage_controls,sectors,options_note
Sector Focus Cumulative Context Agent,2023-01-01,2024-05-01,2026-05-01,1000.0,1254.3832390901048,254.38323909010478,0.25438323909010485,1434.4597670650219,0.4358956627277495,-0.18151242363764464,-0.14371157430595682,-0.189989041295049,0.0077874371011355725,0.010510649365075998,0.9977926122832129,1.1799220789618416,26.124728642228522,2.4358956627277495,174,25,Monthly target weights computed from prior close; rebalance executed at next rebalance session open; portfolio marked at close.,Signals use dates strictly before rebalance date; factor rows require date<=signal_date and filing_date<=signal_date when filing_date exists; news/options disabled for historical walk-forward.,"Information Technology, Health Care, Financials, Energy",Historical options sentiment set neutral because Yahoo does not provide point-in-time historical options chains.
