ticker,weight,entry_price,shares
QQQ,0.27896,669.1599731445312,0.04164640014112259
BAC,0.233457,53.689998626708984,0.4343891766910552
AMZN,0.153524,265.5799865722656,0.05774925964094329
NVDA,0.12481,201.27999877929688,0.06194614008156721
GOOGL,0.109249,381.6300048828125,0.02859831501810599
