strategy,signal_date,start,end,starting_capital,ending_value,profit_loss,cumulative_return,spy_ending_value,spy_cumulative_return,excess_return_vs_spy,max_drawdown,spy_max_drawdown,daily_volatility,spy_daily_volatility,entry_cost,exit_cost,total_cost,options_note
Frozen Cumulative Options Context Agent,2026-04-30,2026-05-01,2026-05-15,100.0,101.61106332604298,1.6110633260429807,0.01611063326042972,102.48457302047227,0.024845730204722694,-0.008735096944292975,-0.014784047266994893,-0.012029351892724582,0.009487516399368694,0.007662646042745416,0.09,0.09170276609213512,0.18170276609213512,Options sentiment set neutral; historical point-in-time options chains are unavailable from Yahoo.
