date,agent_equity,agent_return,spy_equity,spy_return,cash,costs,trades,active_positions,latest_weights,execution,agent_drawdown,spy_drawdown
2024-07-01,1009.9086510234815,0.009908651023481596,1086.5903736148155,0.08659037361481547,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.019790330450368154,-0.005742973317635736
2024-07-02,1013.6195176570793,0.01361951765707925,1093.902817054005,0.09390281705400505,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.01618859146835694,0.0
2024-07-03,1015.0359443101593,0.01503594431015931,1098.7844680392618,0.09878446803926177,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.014813818512258714,0.0
2024-07-05,1024.3350283294212,0.02433502832942125,1105.120605603918,0.105120605603918,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.005788198160955105,0.0
2024-07-08,1022.2521550749191,0.022252155074919067,1106.3958352252876,0.10639583522528762,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.007809819128792417,0.0
2024-07-09,1024.1820215712314,0.024182021571231394,1107.4717418112364,0.10747174181123631,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.0059367053588409435,0.0
2024-07-10,1028.8582664404491,0.028858266440449087,1118.430495543915,0.11843049554391505,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.0013979775903999458,0.0
2024-07-11,1020.7082445728149,0.020708244572814838,1108.786738749618,0.10878673874961797,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.009308326940907885,-0.008622580332635632
2024-07-12,1025.8549011729817,0.025854901172981837,1115.7804355897601,0.11578043558976026,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.0043130211177303535,-0.002369445365369871
2024-07-15,1027.615724148105,0.02761572414810498,1118.848964466968,0.11884896446696813,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.00260397970608206,0.0
2024-07-16,1026.5273296628998,0.026527329662899835,1125.4839041658704,0.1254839041658704,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.0036603671304312746,0.0
2024-07-17,1022.5220946860486,0.02252209468604871,1109.703332842338,0.10970333284233802,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.007547817791586864,-0.014021143496696808
2024-07-18,1006.9784346644994,0.006978434664499433,1101.175371563592,0.10117537156359213,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.02263437620246256,-0.02159829430905469
2024-07-19,1002.737071234746,0.0027370712347460913,1093.8629281244027,0.09386292812440278,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.02675101134733948,-0.028095449365757807
2024-07-22,1010.379114708631,0.010379114708630954,1105.140550068719,0.10514055006871903,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.019333701969279193,-0.018075206603890503
2024-07-23,1007.7180708140045,0.007718070814004552,1103.4070842072842,0.10340708420728428,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.02191649097100279,-0.01961540265202455
2024-07-24,993.1988951085111,-0.006801104891488885,1078.401103399918,0.0784011033999179,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.036008692682505616,-0.04183338437065165
2024-07-25,983.2711785172269,-0.016728821482773104,1072.7822368925608,0.0727822368925608,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.04564445903569325,-0.046825784960797256
2024-07-26,989.326591403456,-0.010673408596544087,1084.7970743589774,0.08479707435897743,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.039767121260458005,-0.036150521261383295
2024-07-29,989.2655629999806,-0.010734437000019414,1085.4346891696623,0.08543468916966224,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.03982635496554909,-0.035583996224175074
2024-07-30,988.3118945540546,-0.011688105445945451,1079.9353678385219,0.07993536783852195,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.04075197831900168,-0.040470180123194144
2024-07-31,996.2559250412071,-0.00374407495879292,1097.489293953091,0.09748929395309092,99.91252729915794,2.4622741621498405,19,5,"{'JNJ': 0.198373, 'QQQ': 0.180516, 'MA': 0.177813, 'LLY': 0.174142, 'MSFT': 0.169156}",rebalance_at_open_mark_at_close,-0.03304156263852154,-0.02487339899678709
2024-08-01,998.3333968869946,-0.0016666031130053716,1081.9478129819918,0.08194781298199172,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.031025184236975756,-0.038682109111231155
2024-08-02,993.6625575329367,-0.006337442467063248,1061.8036603076714,0.06180366030767148,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.035558665453440774,-0.0565803239144449
2024-08-05,972.6342745993313,-0.027365725400668728,1030.8800108587018,0.030880010858701734,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.055968557224004734,-0.08405619392423247
2024-08-06,972.3557597718626,-0.027644240228137384,1040.384278011981,0.04038427801198097,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.05623888160108681,-0.07561158879207541
2024-08-07,970.7956849607264,-0.029204315039273676,1033.430348488851,0.03343034848885096,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.057753078368830923,-0.08179020182900176
2024-08-08,980.5156834061708,-0.01948431659382921,1057.3205337806664,0.05732053378066637,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.04831892167101848,-0.06056361191208848
2024-08-09,982.6287727811057,-0.01737122721889428,1061.982917265701,0.06198291726570093,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.046267973166087106,-0.05642105290455657
2024-08-12,981.8824500786601,-0.01811754992133985,1062.5408758297715,0.06254087582977141,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.04699234831506738,-0.05592530297689846
2024-08-13,982.4545545716961,-0.01754544542830383,1080.015024085136,0.08001502408513606,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.04643706803749137,-0.04039940501364403
2024-08-14,987.0894919019652,-0.012910508098034845,1083.4222440261924,0.08342224402619247,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.04193843305275091,-0.03737206723613795
2024-08-15,991.2274687182866,-0.008772531281713403,1101.992364944897,0.10199236494489705,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.03792214416996942,-0.020872390208355518
2024-08-16,990.5343080137128,-0.009465691986287217,1104.4630463284318,0.10446304632843173,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.03859492068741632,-0.018677173222675036
2024-08-19,995.0254970285855,-0.004974502971414441,1115.0232756028588,0.11502327560285885,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.034235806726275575,-0.009294338661168355
2024-08-20,990.0329838602064,-0.00996701613979356,1113.21015349481,0.11321015349481,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.03908150210480266,-0.010905309818852515
2024-08-21,991.1649705336118,-0.008835029466388145,1117.0357207463287,0.11703572074632862,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.0379828044335343,-0.007506267649205478
2024-08-22,993.574737742479,-0.006425262257521047,1108.2686691151498,0.10826866911514976,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.035643902675339234,-0.015295851843815877
2024-08-23,999.8615559197759,-0.00013844408022412047,1120.0444162291333,0.1200444162291332,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.029541964681401245,-0.004833021526654768
2024-08-26,1005.7909784317616,0.005790978431761573,1117.3744118101772,0.11737441181017716,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.023786912206899324,-0.0072053383666143
2024-08-27,1004.0736911653474,0.004073691165347393,1118.9086762487811,0.11890867624878121,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.025453698190193608,-0.005842134119156794
2024-08-28,1002.6863394435977,0.0026863394435976407,1112.4131045783063,0.11241310457830633,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.02680025123867702,-0.011613493128763364
2024-08-29,1009.663701885332,0.009663701885332054,1112.5127052897217,0.11251270528972168,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.020028076224224756,-0.011524997228425149
2024-08-30,1016.3736696226741,0.01637366962267417,1123.132767958552,0.1231327679585521,98.99635660778665,3.931197932218071,28,5,"{'XOM': 0.192411, 'PFE': 0.185502, 'V': 0.177627, 'JPM': 0.175238, 'JNJ': 0.169223}",rebalance_at_open_mark_at_close,-0.013515432479819456,-0.0020890002945540553
2024-09-03,1011.5150225866234,0.011515022586623402,1100.0198087310291,0.10001980873102911,98.87259920129941,5.026626406560504,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",rebalance_at_open_mark_at_close,-0.01823119840660803,-0.022625019638742416
2024-09-04,1011.144203246734,0.01114420324673393,1097.7682732351261,0.09776827323512616,98.87259920129941,5.026626406560504,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",rebalance_at_open_mark_at_close,-0.018591112842678337,-0.024625524032958257
2024-09-05,998.7811601632085,-0.0012188398367914965,1095.0982688161703,0.09509826881617034,98.87259920129941,5.026626406560504,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",rebalance_at_open_mark_at_close,-0.030590588600460156,-0.026997840872917567
2024-09-06,989.6612722912129,-0.010338727708787188,1076.6676375384832,0.07666763753848316,98.87259920129941,5.026626406560504,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",rebalance_at_open_mark_at_close,-0.039442282531667705,-0.043373580418785695
2024-09-09,1000.9371358545235,0.0009371358545235964,1088.7222423219118,0.08872224232191184,98.87259920129941,5.026626406560504,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",rebalance_at_open_mark_at_close,-0.02849801496243931,-0.03266298319139782
2024-09-10,996.2516287758226,-0.0037483712241773715,1093.464403666151,0.09346440366615094,98.87259920129941,5.026626406560504,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",rebalance_at_open_mark_at_close,-0.033045732561086893,-0.028449541020713287
2024-09-11,985.9424535716936,-0.014057546428306367,1104.6821922160639,0.1046821922160639,98.87259920129941,5.026626406560504,35,5,"{'JNJ': 0.216614, 'ABBV': 0.191131, 'JPM': 0.181279, 'UNH': 0.166061, 'BAC': 0.144915}",rebalance_at_open_mark_at_close,-0.04305173974790277,-0.018482460631210285
