date,agent_equity,agent_return,spy_equity,spy_return,cash,costs,trades,active_positions,latest_weights,execution,agent_drawdown,spy_drawdown
2024-05-31,995.3228770266962,-0.0046771229733038044,1050.7850731805893,0.050785073180589224,99.1,0.9,5,5,"{'V': 0.215309, 'MA': 0.187895, 'MRK': 0.172679, 'XOM': 0.162389, 'JNJ': 0.161728}",rebalance_at_open_mark_at_close,-0.030410391720845587,-0.007509015252127216
2024-06-03,992.8391459174866,-0.007160854082513435,1051.641833878906,0.051641833878905974,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.032829907969124106,-0.006699784810175968
2024-06-04,996.7510344674309,-0.003248965532569037,1052.8174627888604,0.05281746278886046,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.029019158136765366,-0.005589375912753214
2024-06-05,1006.7374441665961,0.006737444166596163,1065.3303038123538,0.06533030381235383,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.019290938991181505,0.0
2024-06-06,1010.8010521114087,0.010801052111408804,1065.3103593475528,0.0653103593475528,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.015332392346317003,-1.8721390661280424e-05
2024-06-07,1012.254113069871,0.012254113069871009,1064.0153068739721,0.06401530687397217,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.013916899104837621,-0.0012343560806220566
2024-06-10,1012.5195594586487,0.012519559458648688,1067.3028600262217,0.06730286002622154,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.013658315617956496,0.0
2024-06-11,1015.5524514774092,0.015552451477409246,1069.873263733762,0.06987326373376201,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.010703836571712144,0.0
2024-06-12,1013.170617719229,0.013170617719229005,1078.660138217152,0.07866013821715212,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.013024089942637262,0.0
2024-06-13,1015.1933533451069,0.015193353345106964,1080.832017466441,0.08083201746644098,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.011053650511961277,0.0
2024-06-14,1016.2267484163312,0.016226748416331205,1081.4895767419268,0.0814895767419268,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.010046973035302442,0.0
2024-06-17,1020.6355544535822,0.02063555445358234,1090.0970726546968,0.0900970726546968,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.0057521531157535,0.0
2024-06-18,1023.3171422982783,0.023317142298278304,1092.8666777850683,0.09286667778506841,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.003139895558013084,0.0
2024-06-20,1026.6874695267554,0.02668746952675538,1089.8978712318662,0.08989787123186632,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,0.0,-0.002716531314889248
2024-06-21,1028.6020210200072,0.028602021020007307,1084.936563999995,0.08493656399999505,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,0.0,-0.007256249958270566
2024-06-24,1029.36576704501,0.02936576704501004,1081.4097988827223,0.08140979888272226,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,0.0,-0.010483327138828935
2024-06-25,1030.298600795782,0.03029860079578195,1085.57417881068,0.08557417881068008,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,0.0,-0.006672816659730296
2024-06-26,1027.9658720631076,0.027965872063107522,1086.929064678664,0.08692906467866401,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.002264128798071474,-0.005433062629778607
2024-06-27,1017.2069118874682,0.017206911887468257,1088.6425860752975,0.08864258607529751,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.012706693863509089,-0.0038651482341212073
2024-06-28,1003.7387349256943,0.0037387349256943203,1084.3586609711233,0.08435866097112332,98.64215958278875,1.6515484130716478,12,5,"{'MA': 0.221358, 'QQQ': 0.212985, 'V': 0.191338, 'MRK': 0.142686, 'MSFT': 0.131633}",rebalance_at_open_mark_at_close,-0.025778804173443914,-0.007785045501788379
